ID,Location,Price,Experience,Other
43162,3,4,2,4
43188,5,4,1,1
44136,4,4,2,4
44224,3,1,2,1
44362,5,1,2,4
44470,2,4,1,4
44621,1,1,2,1
44847,1,4,3,2
45010,1,2,2,2
45498,2,2,3,3
45509,3,3,3,4
45726,1,2,1,2
45865,1,2,3,3
46222,4,4,2,3
46453,3,1,2,2
46654,3,4,3,3
46896,4,4,1,2
47253,2,4,2,3
47318,4,2,2,4
47412,2,3,2,3
47436,3,2,1,1
47566,4,3,3,2
47626,5,2,3,3
48672,4,4,1,1
49011,1,3,1,2
49591,1,1,3,2
49638,1,2,3,3
49694,4,3,1,1
50400,5,4,1,4
50528,1,1,1,1
51195,3,4,2,2
51565,4,3,1,1
51863,2,2,2,2
51986,4,2,2,4
52346,4,4,2,2
52859,3,3,3,3
52990,1,3,1,1
53421,5,4,3,3
53630,2,4,3,2
53798,5,4,3,3
55214,3,1,3,4
55369,2,2,2,2
55440,4,2,2,1
56020,2,3,2,1
56064,2,3,3,1
56163,5,2,3,1
56789,3,3,2,2
56826,4,2,2,4
56890,1,2,2,3
56897,5,4,2,3
57322,4,4,1,2
57431,2,3,1,3
57687,2,4,1,3
58305,1,3,3,4
58371,1,3,2,4
59450,4,4,1,4
59877,2,1,2,3
59985,1,4,2,1
60062,4,2,1,2
60374,2,1,3,3
60455,1,4,1,4
60517,3,4,2,2
60708,1,3,1,3
61144,5,1,2,1
61284,3,2,1,4
61562,3,3,1,3
61901,2,1,2,3
62101,4,3,3,3
62599,3,4,1,1
63868,1,3,3,3
64060,4,3,1,3
64582,4,3,3,3
64750,5,4,1,3
65100,5,1,1,2
65236,1,1,1,3
65524,4,2,2,4
65561,1,4,3,3
66023,2,3,1,4
66796,1,2,1,2
66798,1,3,2,2
67268,3,1,3,1
67387,3,3,1,3
67464,2,4,1,2
67714,3,1,2,2
68914,3,3,3,4
69338,5,3,2,2
69424,3,4,3,4
69488,4,3,3,1
69978,1,3,1,1
70976,2,2,1,3
71810,5,3,2,4
71835,3,1,2,2
71853,1,1,3,1
72045,3,4,2,2
72221,4,1,3,4
72259,3,2,2,3
72535,5,3,2,3
72712,5,3,3,1
72852,1,2,3,4
72872,5,2,3,2
73173,2,3,1,1
73763,1,3,2,2
74455,3,4,3,2
74591,5,4,3,4
74833,3,3,1,2
75008,2,3,3,1
75564,5,4,2,2
76006,1,4,2,2
76222,3,1,2,3
77016,5,1,3,1
77514,1,3,3,2
77844,3,3,1,3
77861,4,2,2,2
78207,3,1,2,1
78340,4,4,2,4
78672,4,2,2,3
78968,2,4,1,4
79024,5,2,2,4
79519,3,3,3,2
79617,1,1,1,3
79730,4,3,3,3
80081,1,1,1,1
80124,1,4,1,3
80285,4,4,3,1
80549,1,4,1,1
80868,4,2,3,3
81135,2,2,1,4
81188,1,4,1,4
81461,5,2,2,2
81800,2,4,2,1
81952,2,2,3,4
82145,2,2,2,3
82198,5,2,3,1
82231,2,2,2,1
82286,4,3,2,4
82647,1,3,3,4
82755,1,1,3,4
82797,1,2,1,2
82845,1,1,3,3
83157,4,2,1,4
83410,3,1,3,3
83451,4,1,1,4
83474,4,3,1,1
83644,5,1,1,2
83751,1,4,1,2
83852,2,1,1,2
84098,5,3,3,2
84540,3,1,2,1
84649,3,3,2,1
84927,3,2,3,1
85415,2,4,1,4
85428,2,1,2,4
86167,3,2,2,1
86442,4,4,3,4
86551,5,2,1,1
86594,4,2,3,3
86852,3,3,1,4
87609,1,4,3,1
87750,1,4,2,1
88477,5,2,2,3
88997,5,3,3,4
89073,1,2,2,1
89879,2,1,1,3
90523,5,3,2,3
90620,4,4,3,2
90797,2,2,1,2
91332,1,3,2,1
91395,1,3,1,2
91438,4,4,3,4
91464,1,2,3,1
91476,1,3,1,2
92177,3,2,2,3
92301,3,4,3,4
92368,2,2,3,4
92712,4,3,2,4
93274,3,1,1,3
93711,5,2,2,2
94316,1,3,2,2
94359,2,4,2,3
94812,2,2,1,2
95116,5,2,1,3
95135,5,4,3,4
95152,3,3,2,3
95418,1,2,1,2
95629,1,2,2,2
95649,2,3,3,2
96570,2,1,3,2
96877,3,4,3,2
96972,1,3,2,3
97048,3,2,1,2
97197,2,3,3,3
97338,3,2,3,3
97713,3,2,3,2
97736,3,2,3,4
97837,5,4,1,2
98322,5,4,2,4
98491,5,4,2,4
98593,4,3,2,3
99368,4,4,3,1
99469,5,2,3,1
100442,4,1,2,1
100760,2,3,3,2
100882,2,3,2,4
100924,4,3,1,4
101276,2,1,1,3
101280,4,1,3,1
102499,1,2,1,4
102634,2,4,2,3
102684,2,4,1,3
103265,5,1,3,2
103559,4,1,2,2
103850,1,4,3,1
104423,4,3,2,2
104429,4,3,2,4
104486,5,2,3,4
105028,2,4,1,4
105142,3,2,1,1
105589,3,2,2,4
105806,2,3,1,3
105934,4,2,3,2
105955,4,2,2,4
106077,3,3,3,2
106139,5,2,3,3
106719,2,1,2,2
108295,4,1,2,1
109078,1,2,2,4
109146,3,4,1,1
109818,4,1,2,2
109847,4,2,2,1
110008,4,4,3,1
111708,1,2,1,4
111991,3,2,1,3
112091,3,3,2,3
112182,5,3,2,4
112608,4,3,1,4
112678,2,2,3,3
113790,3,1,3,2
113966,4,3,3,3
114016,3,2,2,2
114614,1,1,1,1
114676,1,3,3,4
114683,2,4,1,3
114951,1,2,3,4
114961,5,1,1,4
115523,4,3,3,3
115646,1,3,3,1
115662,2,3,3,3
115676,5,4,3,2
115933,4,4,2,1
116051,2,4,2,2
116345,3,4,2,3
116454,5,2,2,3
116546,1,3,2,1
117336,3,1,3,3
117950,3,1,1,1
118279,4,4,1,1
118548,4,2,2,1
118718,5,2,3,1
119395,4,1,2,2
119791,1,1,1,2
120287,1,3,2,3
120398,3,3,2,2
120695,4,3,1,3
121150,1,1,2,1
121797,3,3,1,3
121930,5,2,3,1
121983,3,1,1,1
122022,3,2,1,4
122119,3,1,3,4
122171,4,1,2,3
122473,5,2,2,4
123309,5,3,3,2
123727,1,1,2,2
124526,3,2,2,2
125360,3,4,1,3
125588,5,3,3,4
125709,2,1,1,2
125775,2,4,1,3
126120,2,3,1,4
126186,2,3,1,3
126474,3,1,1,4
126478,1,4,1,1
126589,1,1,1,4
126686,2,2,1,3
127540,5,2,3,3
127936,1,2,2,1
128701,3,3,1,1
129642,1,2,1,2
130328,2,1,3,1
130346,1,1,2,4
130395,4,1,1,2
130413,1,2,2,4
130539,5,1,3,1
130756,1,3,2,1
130788,3,4,3,4
130797,3,3,2,2
130869,1,2,2,3
130902,3,3,2,2
131471,2,2,2,4
131525,1,3,3,4
132029,3,1,1,1
132673,4,3,3,2
132850,1,4,2,4
133092,2,1,1,2
133317,5,1,1,2
133356,4,3,2,1
133591,3,1,2,1
133682,5,1,2,3
133765,3,2,3,3
133874,5,4,2,3
134366,1,4,1,4
134717,4,4,3,2
134857,2,2,3,2
135653,5,1,2,2
135787,5,3,3,1
136212,5,1,2,2
136244,4,1,3,3
137342,4,2,1,1
138926,5,2,2,4
139239,2,1,3,4
139294,1,1,1,3
139516,3,3,3,1
139699,5,2,1,4
140382,3,2,2,1
140650,4,2,3,1
140924,2,2,3,1
141118,3,1,1,1
141323,2,3,1,2
141344,1,4,1,3
142042,3,4,2,4
142195,1,1,3,3
142501,3,3,3,2
143137,1,1,3,1
143603,3,3,3,2
143609,2,3,3,4
143854,2,3,3,2
144281,4,3,2,4
145066,5,4,3,4
145175,3,4,2,2
145519,2,2,2,1
145676,5,2,3,3
145711,2,2,2,4
146710,3,4,2,2
146856,4,4,1,1
146968,4,1,2,1
147470,2,1,2,3
147876,4,4,1,1
148077,3,3,1,2
148106,2,3,2,4
150791,4,1,1,3
150848,1,2,1,2
150923,4,3,2,1
151009,1,1,3,2
151177,1,4,2,1
151261,5,4,2,3
152067,4,1,3,1
152207,2,3,2,4
152396,4,1,2,2
152464,3,4,1,3
153140,3,1,1,3
153201,5,4,3,4
153736,2,2,2,2
154091,5,3,1,3
154196,4,4,2,3
155348,3,2,2,1
155473,2,4,2,3
155488,4,2,1,2
155697,2,4,1,1
156014,5,3,3,2
156380,3,2,1,3
156398,1,1,3,3
157194,4,3,3,4
157272,5,3,1,1
157371,4,2,3,2
158215,5,2,3,3
158272,1,1,3,1
158740,1,1,1,2
158887,4,3,2,2
159150,1,3,2,4
159423,4,3,1,1
160213,2,4,3,3
160307,4,2,2,2
160545,4,4,1,1
161284,1,1,1,1
161661,5,1,1,4
161761,3,2,3,2
161950,5,4,1,3
162227,3,2,2,1
162491,3,4,3,3
162642,4,1,1,3
162797,4,2,1,2
163535,1,2,3,1
163686,1,3,2,3
163724,4,4,2,1
164291,5,2,1,3
164341,3,4,2,1
164413,1,2,2,2
164417,5,3,2,2
164440,3,3,1,2
164883,4,2,2,2
165093,1,4,3,4
165194,1,4,1,3
165215,2,2,3,2
165282,5,3,2,2
165394,4,3,2,1
165642,2,2,2,2
166138,2,1,2,3
166246,2,4,2,2
166394,4,3,1,2
166549,3,2,2,1
166958,3,3,2,3
167760,4,2,3,3
167883,1,3,1,3
167889,4,1,3,2
168205,2,2,1,1
168381,5,1,2,4
168689,4,1,2,2
169332,2,1,1,2
169718,4,1,3,1
170321,5,1,2,2
170350,3,1,2,1
170492,4,1,3,2
171115,4,3,3,2
172141,1,2,2,3
172256,4,2,1,1
173322,5,3,3,3
173436,5,2,3,1
174416,4,3,1,4
174887,3,2,1,1
175649,2,2,1,1
175949,2,1,1,2
176218,2,4,2,2
176587,3,2,3,2
176826,2,4,3,1
176926,2,1,3,3
176964,1,3,1,3
177047,2,4,3,1
177460,1,2,1,3
177657,1,4,1,3
177682,3,1,1,2
178476,3,2,3,4
178484,4,3,3,4
178589,1,3,2,1
178995,4,4,1,4
180098,3,2,2,1
180229,3,3,1,1
180345,1,4,1,2
180672,4,1,3,2
180762,4,2,3,4
181659,1,4,1,2
181870,5,1,3,3
182190,5,4,3,1
183097,5,4,3,2
183102,4,3,1,2
183169,2,3,3,3
183456,3,2,2,4
183542,2,4,2,3
183851,2,2,2,2
184296,5,4,3,2
184546,2,3,3,1
186357,4,2,3,3
186785,3,3,2,3
186882,3,3,3,4
187375,5,1,1,4
187618,4,3,2,4
187705,1,3,2,3
188036,3,3,2,2
188091,5,3,1,3
188682,3,4,3,3
189173,4,4,3,2
189257,3,4,3,4
189293,5,4,3,4
189295,3,2,2,1
189605,1,2,1,3
190302,4,4,1,4
190616,3,1,2,4
190853,5,1,3,1
191121,4,4,2,2
191403,1,1,2,4
191810,2,1,1,2
192257,5,1,1,2
192492,1,2,1,1
192521,2,3,1,3
192606,4,4,2,2
194554,4,1,2,4
194774,4,1,3,3
194790,4,1,1,3
194804,2,2,3,1
195031,3,4,3,2
195372,2,2,3,2
195381,3,2,2,1
195630,2,2,1,1
195990,4,4,2,1
196427,4,4,2,4
197194,3,3,1,2
197464,1,2,2,3
197514,4,1,3,2
197580,5,4,3,1
197731,1,2,2,1
197816,1,2,1,2
198006,5,4,2,3
198039,4,4,2,2
198765,5,4,2,1
198812,2,2,1,3
199454,1,4,3,3
199496,3,1,1,4
199879,4,4,1,4
200095,2,1,3,1
200419,4,1,2,3
200458,2,1,3,4
200561,1,4,3,2
201015,5,3,3,4
201986,2,3,1,4
202078,1,1,2,4
202583,2,2,3,2
202606,5,1,3,3
203021,3,4,2,1
204461,3,3,3,2
204875,4,2,3,3
204972,1,1,2,2
205106,5,1,3,1
205406,2,3,3,4
205494,5,4,1,3
207031,4,3,1,4
207960,4,4,3,4
208056,4,1,1,4
208089,1,4,2,3
208450,5,3,2,3
209084,5,2,1,3
209122,5,2,1,1
209206,5,1,3,4
209399,5,4,2,2
209716,2,3,2,3
209892,3,4,3,4
209956,4,2,1,3
210047,2,1,1,2
210096,3,1,3,1
210422,5,4,3,4
210575,4,3,3,2
210585,4,2,3,1
210722,2,2,3,1
211182,2,1,1,2
211557,1,4,2,2
211887,1,2,3,1
212483,5,1,1,3
213537,4,3,2,3
213566,1,1,1,4
213649,5,3,2,3
213746,2,4,1,4
214447,5,1,1,1
214978,2,3,2,1
215051,5,3,3,2
215088,5,2,2,4
215117,1,2,1,3
215257,1,4,1,2
215294,2,1,2,4
215526,5,4,1,1
215602,1,2,3,4
215620,2,4,2,1
215709,3,4,2,1
215853,4,2,2,2
215936,3,1,3,4
216218,2,3,2,3
216283,2,3,3,4
216474,4,3,1,2
216637,4,2,2,2
216657,5,1,3,2
216866,5,2,3,3
216920,5,3,2,2
216964,4,1,3,3
217175,5,1,1,2
217180,2,3,2,3
217346,1,4,3,4
217678,3,4,3,3
217724,5,2,1,3
217870,4,1,1,2
218218,2,3,3,1
219289,5,4,1,1
219367,3,1,2,4
219801,3,2,3,4
219931,5,1,2,2
220114,1,2,2,4
221163,2,2,1,4
221551,1,3,2,4
221916,4,3,3,4
222435,1,4,2,3
222547,5,2,3,3
222881,4,3,3,2
222926,2,4,1,2
222993,3,1,1,4
223090,4,4,2,2
223708,3,2,2,1
223933,5,4,1,1
223944,4,4,3,3
224264,5,4,3,4
224390,4,1,2,1
224934,2,4,3,4
225018,5,4,3,1
225289,4,3,2,4
225608,3,4,2,3
225622,4,3,3,1
226498,2,3,1,1
226845,3,3,2,1
227453,2,2,3,2
227655,5,3,2,2
227725,2,4,3,3
227737,4,1,2,4
227903,3,2,3,1
227943,3,2,3,3
228311,3,3,3,4
228712,3,3,1,3
228865,2,1,2,4
229103,5,3,2,2
229194,5,2,2,4
229519,2,2,2,2
229688,5,2,1,1
229953,3,4,2,2
229991,4,4,1,1
230523,1,2,2,3
231284,1,2,2,3
231663,3,3,3,4
232398,3,1,1,1
232484,1,4,1,2
234597,1,3,2,2
235072,5,2,3,1
236491,2,3,1,2
236680,3,4,2,1
238047,5,3,2,3
238212,4,1,2,4
238385,3,1,2,2
238988,4,2,1,3
239044,3,3,2,2
239459,5,4,3,3
239508,2,2,2,3
239743,5,2,2,3
239896,5,1,2,1
239944,5,1,3,4
240065,4,1,3,2
240324,4,2,3,3
240745,2,2,1,1
241346,3,3,2,4
241373,2,1,1,1
241485,4,3,1,3
241956,5,4,2,2
242214,4,1,1,4
242292,5,3,1,2
242394,5,2,3,2
242425,3,1,3,1
242632,1,4,1,2
243310,2,1,3,3
243459,3,3,1,3
243739,4,4,2,3
243768,5,3,1,3
243775,4,3,1,3
244166,4,1,1,1
244253,2,3,2,3
244268,1,4,3,4
244344,5,3,1,4
244662,5,3,3,2
244972,2,2,3,2
245093,4,4,3,1
245541,1,3,1,1
245864,1,1,3,3
245903,5,4,3,2
246276,5,3,1,4
246412,2,2,2,4
246492,1,4,3,3
246597,5,4,3,3
246897,3,3,2,1
247563,2,2,3,2
247583,4,2,2,2
247717,4,2,3,2
248199,1,3,3,1
249666,4,1,2,3
249725,4,4,2,2
249764,2,3,3,1
249848,2,1,2,2
250067,5,3,3,1
250108,5,3,1,2
250109,1,1,2,4
250427,2,2,2,1
250488,2,2,1,3
250592,2,2,1,2
250652,2,3,3,2
250681,5,1,2,4
251172,2,3,1,3
251297,5,1,3,4
251321,4,4,1,3
251455,2,1,2,1
251501,2,3,3,3
251552,3,4,1,4
251808,1,2,3,4
251880,1,1,2,3
252475,2,4,2,1
253470,1,2,3,1
253506,4,3,2,4
253759,2,2,2,4
253848,3,3,1,1
254006,2,1,3,1
254598,5,3,2,2
254728,2,3,1,4
255190,5,3,1,3
255535,2,3,3,4
255697,5,1,3,4
256100,5,4,2,1
258091,4,4,2,4
258364,3,4,3,1
258725,2,1,1,1
259210,3,1,1,4
259353,1,4,3,2
259506,1,4,2,1
259923,1,1,1,4
260595,1,3,3,1
260731,3,3,1,4
261440,5,4,3,1
261602,1,3,1,1
261676,2,2,1,3
262036,5,4,3,1
262217,5,2,3,4
263468,1,1,1,4
263611,2,4,1,1
264644,3,2,2,2
264926,2,3,2,1
265041,1,2,3,3
265173,5,2,3,3
265520,4,3,1,3
265995,5,3,2,2
266226,4,2,2,1
266946,4,4,3,2
267372,3,1,3,1
267680,3,2,2,3
268341,3,3,3,4
268720,5,4,1,4
268918,3,4,3,1
268963,4,3,3,4
269019,4,3,3,3
269263,5,3,3,3
269569,5,3,1,3
269862,4,3,1,2
269982,4,3,1,2
270687,2,4,1,1
271280,3,3,3,4
271311,2,3,1,4
271659,4,2,3,1
271893,5,4,3,2
272630,2,1,3,2
272796,5,2,1,1
272997,4,2,1,3
273067,5,4,1,4
273163,1,2,2,1
273481,3,3,3,4
273495,2,4,1,3
273648,4,3,3,3
273888,1,3,2,2
273993,3,3,3,1
274185,2,4,3,2
274256,1,2,3,4
275260,1,1,1,2
275749,2,1,3,2
275908,4,4,3,1
276342,2,2,2,2
276607,5,3,3,1
277061,4,1,1,1
277196,3,3,3,3
277607,2,1,3,3
277695,3,4,1,2
278284,3,1,2,2
279058,4,2,1,4
279084,2,1,2,2
279212,1,2,1,2
279218,3,2,3,4
279221,3,3,3,3
279239,4,2,3,3
279420,2,1,3,1
279826,2,4,2,3
279908,2,2,2,1
280011,2,3,1,1
280525,2,3,1,3
280719,4,3,2,1
280742,5,2,3,1
280879,3,4,1,2
280916,5,2,3,1
280951,1,4,1,1
281092,3,1,3,4
281403,4,2,2,2
281423,3,4,2,1
281687,2,1,1,2
281978,2,4,2,2
282138,1,3,1,4
282980,2,2,3,1
283000,3,4,1,2
283147,2,1,3,3
283443,3,1,3,2
283976,1,4,2,3
284043,2,3,3,1
284221,2,1,3,3
284254,5,4,1,2
284720,1,1,2,3
284851,2,3,2,1
285220,5,1,1,1
285472,4,4,1,3
285534,3,3,1,3
285718,3,3,1,3
286161,2,4,3,2
287001,2,3,1,4
287006,2,2,3,2
287030,4,1,1,1
287109,5,4,3,3
287503,4,1,1,3
287973,2,4,2,2
288115,5,2,2,3
288430,1,1,2,4
288867,3,1,2,1
289071,1,4,2,4
290827,1,1,3,1
290870,5,2,3,1
290875,1,3,1,3
290936,1,4,2,4
290997,1,1,2,2
291470,1,4,2,1
291606,5,3,1,1
291794,2,4,2,3
292055,3,2,3,4
292068,3,3,3,1
292613,5,3,2,3
292898,5,1,3,4
293276,3,1,3,4
293451,5,1,3,4
293543,1,1,2,1
293645,4,2,3,1
293842,5,2,3,4
293912,5,4,1,4
294379,4,1,2,3
294387,2,3,1,2
294673,1,2,2,1
294793,3,1,1,3
295461,4,2,1,4
296373,1,1,2,4
296461,5,1,1,2
296513,4,1,2,1
296819,1,2,3,3
297037,5,3,1,2
297448,2,1,1,3
297451,2,2,1,3
297584,4,1,3,4
297932,4,1,1,3
297988,4,1,2,4
298237,1,3,3,4
299211,4,1,2,4
300486,3,1,3,3
301279,5,3,2,3
301463,3,1,1,3
301767,4,3,3,1
302080,3,3,3,4
302706,4,2,1,1
303538,1,2,3,3
303571,4,4,3,3
303991,3,4,1,1
304157,4,2,2,3
304355,4,4,1,1
304484,3,4,2,4
304644,3,4,2,4
304863,3,3,2,4
305109,2,1,1,2
305295,2,1,2,1
305326,1,4,2,2
305406,2,3,2,2
305431,5,2,2,4
305543,1,1,3,3
305599,3,4,1,2
305774,1,3,2,1
306312,5,3,2,2
306349,1,2,3,2
306391,3,4,2,4
306449,1,1,2,2
306873,2,2,3,2
306911,5,4,1,1
307331,2,1,3,1
307396,2,4,3,4
308138,4,3,3,1
309051,4,2,1,3
309955,2,3,1,3
309990,2,3,3,3
310182,1,4,3,4
311198,4,3,1,1
312063,2,1,3,2
312112,5,4,1,3
312465,5,3,1,3
312527,2,2,3,1
313216,5,4,3,3
313861,5,1,2,4
313919,3,2,1,1
314019,4,4,1,2
314207,5,1,3,3
314260,1,1,2,3
314929,1,3,3,2
315462,4,1,1,3
315567,1,3,3,3
315589,3,2,3,1
315592,4,4,1,2
315708,4,1,1,2
315835,3,3,3,2
315921,4,2,3,3
316003,5,1,3,1
316173,5,4,1,1
316213,4,3,2,2
316684,4,4,1,1
316764,1,3,2,4
317165,1,2,1,2
317397,3,3,2,4
317601,1,2,1,4
318041,5,3,3,3
318571,4,3,1,3
318868,4,3,3,4
319161,4,4,2,2
319341,3,3,3,4
319553,1,3,3,4
319565,5,3,1,2
320114,3,1,3,1
320209,3,2,3,2
320481,2,1,2,3
320496,2,4,1,3
320774,5,2,3,4
320844,4,3,2,3
320957,1,2,3,3
321099,4,1,2,3
321160,5,3,1,4
321492,2,1,1,2
322483,5,1,3,2
323135,1,2,3,1
324033,4,2,3,1
324932,5,4,2,2
324988,2,1,2,1
325441,3,4,1,4
325678,4,4,3,3
325827,2,2,2,1
325938,1,1,3,4
326321,1,1,1,1
326730,2,3,3,3
326830,4,3,3,3
326836,3,4,3,3
326852,1,1,2,3
328683,2,2,3,1
329077,5,4,2,3
329537,2,2,2,4
329551,2,3,2,4
330048,4,3,1,2
331300,2,1,1,3
331379,4,4,1,2
331553,5,2,1,4
331621,3,4,1,2
331846,5,3,1,1
332001,2,2,1,4
332745,5,4,1,2
332758,3,3,3,1
332974,5,3,2,4
333138,3,4,2,2
333609,3,4,1,1
333955,4,2,2,3
334061,2,4,2,3
334491,1,1,1,2
334518,2,4,1,2
334669,1,3,3,4
335033,1,3,3,2
335208,2,1,1,3
335564,3,3,1,2
335725,1,3,1,1
336305,5,4,2,1
336494,5,2,3,1
336731,3,2,1,1
337608,3,4,1,2
337975,4,1,3,1
338645,2,2,2,1
339044,3,2,1,4
339623,1,3,2,1
339908,2,4,2,4
340027,3,1,2,2
340061,4,2,3,3
340441,2,2,3,3
340538,5,1,3,1
340833,4,1,3,3
341200,4,1,3,2
341649,3,2,1,3
341781,2,3,3,4
341828,3,4,3,1
342337,5,1,1,3
342534,4,4,3,4
342610,4,1,3,4
342938,2,4,2,2
343048,3,2,3,2
343344,1,4,3,2
343650,1,4,1,2
344217,2,1,3,4
344344,1,3,1,2
344751,4,2,1,1
344900,3,3,3,1
345111,4,1,3,3
345154,2,1,2,4
345267,1,4,2,1
345906,3,1,1,4
346464,5,3,3,4
346639,3,1,3,2
346815,5,2,2,3
347637,3,1,2,1
347940,1,3,1,1
348226,4,3,2,1
348271,1,3,2,3
348684,5,3,2,3
348862,4,2,3,3
349172,5,2,2,3
349374,1,4,1,2
349593,5,1,2,1
350355,5,2,2,2
350401,3,3,1,2
350423,4,3,1,2
351049,4,4,1,2
351186,5,2,2,3
351232,1,3,1,3
351435,5,4,2,3
351896,3,2,2,2
352029,4,2,2,4
352448,4,3,3,3
352630,2,4,3,3
353280,1,4,1,1
353302,4,1,2,4
353563,3,2,1,4
353707,1,1,3,3
354499,5,4,2,1
355823,3,1,2,4
355827,4,4,3,4
355844,4,2,3,4
356173,4,1,1,3
356656,4,1,3,2
356801,2,4,1,2
357575,2,1,1,1
357697,2,4,2,3
358100,2,1,1,4
358217,4,4,2,2
358371,4,2,3,4
358765,4,4,1,4
358821,3,3,3,3
358952,4,3,1,4
358983,2,1,3,4
359264,4,2,2,3
359412,3,1,3,2
359480,2,4,3,2
359598,1,3,2,1
360177,3,4,2,4
360325,1,4,2,4
360365,4,1,1,3
361019,3,4,1,4
361485,3,2,1,3
361940,4,3,1,1
362030,5,4,2,4
362391,4,1,3,2
362394,1,4,3,4
362473,3,4,3,3
363279,1,2,3,3
363422,3,1,1,3
363442,1,1,2,4
363529,4,4,1,3
363639,1,4,2,1
363856,5,4,1,3
363973,5,4,3,2
364251,4,3,2,3
364556,1,3,2,3
364766,4,4,3,3
365007,1,2,2,4
365762,3,2,2,4
366172,5,1,1,1
366370,4,4,2,4
366646,1,1,3,3
367356,1,2,3,3
367464,5,3,1,3
367537,4,1,2,3
367682,2,2,1,2
367941,2,4,1,4
368006,1,3,2,1
368086,2,2,3,3
368504,4,2,1,2
369054,1,2,3,1
369316,1,2,1,2
369856,3,1,2,1
370839,3,2,3,4
371040,4,1,3,4
371256,3,2,2,2
371297,4,4,2,3
371392,3,1,1,3
371460,5,1,3,2
372063,2,2,1,2
372704,2,2,2,2
372931,4,1,1,4
372974,5,3,2,3
373040,4,3,1,2
373098,1,1,1,4
373814,2,1,3,4
374592,4,4,1,4
374669,3,3,2,2
374897,5,4,3,4
375451,2,2,2,1
376049,1,3,3,4
376248,5,4,2,4
376401,3,4,2,4
376552,3,2,2,2
376658,1,3,1,4
377409,4,2,3,2
377487,4,4,2,3
377523,5,4,1,1
378065,2,1,2,3
378688,1,3,2,3
378707,3,1,3,2
378716,2,3,3,2
378910,1,2,2,1
380173,4,1,3,4
381362,5,3,1,1
381389,4,4,3,4
381747,4,4,2,2
381788,3,2,1,1
382060,4,1,1,4
382604,5,1,3,2
382837,2,4,1,3
382906,3,3,3,1
383031,5,4,2,2
383222,4,1,2,4
383243,1,2,2,4
383710,3,4,2,3
383958,5,4,2,4
384076,1,4,3,2
384921,4,1,1,2
